Frame,Landmark Index,X,Y,Z
0,0,0.6241065263748169,0.5204780697822571,-2.6887678927778325e-07
0,1,0.5782737731933594,0.5151793360710144,-0.0015914670657366514
0,2,0.5284592509269714,0.47568443417549133,-0.002735643181949854
0,3,0.49202099442481995,0.444468230009079,-0.009248783811926842
0,4,0.48335760831832886,0.4076635539531708,-0.013906060717999935
0,5,0.5570703148841858,0.3858397603034973,0.027747919782996178
0,6,0.5319653153419495,0.34310194849967957,0.015432314947247505
0,7,0.5037549138069153,0.35261449217796326,0.002450816798955202
0,8,0.488106906414032,0.3743840157985687,-0.005049394443631172
0,9,0.5700096487998962,0.3707446753978729,0.01762169972062111
0,10,0.5400977730751038,0.3131878077983856,0.006374686025083065
0,11,0.5073050260543823,0.32648593187332153,-0.0034258696250617504
0,12,0.49047207832336426,0.3560224771499634,-0.006987538188695908
0,13,0.5854520201683044,0.36319178342819214,0.0030644044745713472
0,14,0.5516517162322998,0.3034510612487793,-0.008003843948245049
0,15,0.5134089589118958,0.31942158937454224,-0.013640412129461765
0,16,0.49318671226501465,0.34986749291419983,-0.013795062899589539
0,17,0.5992604494094849,0.3660377562046051,-0.012944819405674934
0,18,0.5594198703765869,0.3236601650714874,-0.021927613765001297
0,19,0.5242933630943298,0.3329797685146332,-0.025615576654672623
0,20,0.5043081641197205,0.35551124811172485,-0.025750605389475822
1,0,0.6348336338996887,0.5265355110168457,-3.545413846950396e-07
1,1,0.5792613625526428,0.513626754283905,0.0009218896157108247
1,2,0.5303564667701721,0.47578054666519165,0.00012406319729052484
1,3,0.4929596781730652,0.44737985730171204,-0.007446688134223223
1,4,0.48320457339286804,0.41041719913482666,-0.012457071803510189
1,5,0.5574278235435486,0.3908027708530426,0.03644387796521187
1,6,0.5292737483978271,0.34622031450271606,0.021243074908852577
1,7,0.5001289248466492,0.3596005439758301,0.00469006085768342
1,8,0.48670652508735657,0.38308632373809814,-0.005020953714847565
1,9,0.5702621936798096,0.3753952085971832,0.02473391965031624
1,10,0.5403400659561157,0.314736545085907,0.008993078954517841
1,11,0.5046705007553101,0.3329469561576843,-0.005195809528231621
1,12,0.4892130494117737,0.3672736585140228,-0.011133924126625061
1,13,0.585267186164856,0.365992933511734,0.008135604672133923
1,14,0.5537571907043457,0.301692932844162,-0.005763310007750988
1,15,0.5126426815986633,0.32075998187065125,-0.013045967556536198
1,16,0.4934313893318176,0.3541669547557831,-0.013927087187767029
1,17,0.5987346172332764,0.36626580357551575,-0.009811710566282272
1,18,0.5620595216751099,0.3210375905036926,-0.018768949434161186
1,19,0.5232149362564087,0.3315207064151764,-0.021904435008764267
1,20,0.500760018825531,0.3564560115337372,-0.021794648841023445
2,0,0.6367708444595337,0.5305261611938477,-3.005610835771222e-07
2,1,0.5810789465904236,0.5144357085227966,0.0031859013251960278
2,2,0.531138002872467,0.47253531217575073,0.004358288366347551
2,3,0.4936197102069855,0.4413423538208008,-0.001971849938854575
2,4,0.48670250177383423,0.4006642997264862,-0.005878952797502279
2,5,0.5580880641937256,0.3840792775154114,0.043702978640794754
2,6,0.5325124263763428,0.33769452571868896,0.0317012220621109
2,7,0.5047053694725037,0.34904465079307556,0.01621885411441326
2,8,0.4896000921726227,0.37067699432373047,0.00664680078625679
2,9,0.5713914632797241,0.37006956338882446,0.03105766326189041
2,10,0.5427295565605164,0.3086925745010376,0.017828579992055893
2,11,0.5082306265830994,0.323721706867218,0.003120803739875555
2,12,0.49118953943252563,0.356963574886322,-0.0036559407599270344
2,13,0.5871453881263733,0.36263465881347656,0.013465052470564842
2,14,0.5553240180015564,0.2988760471343994,0.0017697220901027322
2,15,0.5152716636657715,0.31561121344566345,-0.006026034709066153
2,16,0.49451789259910583,0.3481636345386505,-0.0077641853131353855
2,17,0.601874589920044,0.3647521734237671,-0.005442535970360041
2,18,0.5638540983200073,0.3208881914615631,-0.012807349674403667
2,19,0.526021420955658,0.3294117748737335,-0.015969524160027504
2,20,0.5028578042984009,0.35209983587265015,-0.016233863309025764
3,0,0.6374288201332092,0.5352648496627808,-3.0226004810174345e-07
3,1,0.5813459753990173,0.5160165429115295,0.0025411215610802174
3,2,0.5321381688117981,0.47311797738075256,0.002970384433865547
3,3,0.49504899978637695,0.440799355506897,-0.003874625079333782
3,4,0.4873691499233246,0.4016130566596985,-0.008094046264886856
3,5,0.565631091594696,0.38698530197143555,0.04195196181535721
3,6,0.5382431745529175,0.33843669295310974,0.0298883356153965
3,7,0.5083315372467041,0.3487463593482971,0.015139770694077015
3,8,0.49308064579963684,0.36865222454071045,0.006264239549636841
3,9,0.57859867811203,0.37283724546432495,0.029716400429606438
3,10,0.5492202639579773,0.30739590525627136,0.016186416149139404
3,11,0.5129296183586121,0.32192233204841614,0.0024237448815256357
3,12,0.4955058991909027,0.3539213240146637,-0.003479662584140897
3,13,0.5928295850753784,0.3645484745502472,0.012541577219963074
3,14,0.5593484044075012,0.2990608215332031,0.00020450785814318806
3,15,0.5178245306015015,0.31558504700660706,-0.00725684966892004
3,16,0.49698126316070557,0.34779423475265503,-0.00849083624780178
3,17,0.6042777895927429,0.3651930093765259,-0.005875172559171915
3,18,0.5645154118537903,0.3212091028690338,-0.013192798011004925
3,19,0.5259491205215454,0.33078983426094055,-0.015884442254900932
3,20,0.5028923749923706,0.3543766140937805,-0.01578187383711338
4,0,0.6385360956192017,0.5333164930343628,-3.182766192821873e-07
4,1,0.5809913873672485,0.5153385996818542,0.0037036174908280373
4,2,0.5312144160270691,0.47565075755119324,0.004617963917553425
4,3,0.4945632815361023,0.4421483278274536,-0.002154391258955002
4,4,0.4859331250190735,0.4018138647079468,-0.006505679804831743
4,5,0.5646340250968933,0.3881734013557434,0.0444871261715889
4,6,0.5374327301979065,0.34148240089416504,0.032955240458250046
4,7,0.5082615613937378,0.35112184286117554,0.017847687005996704
4,8,0.49247050285339355,0.3707248866558075,0.008645941503345966
4,9,0.5770502090454102,0.3728662431240082,0.03176391124725342
4,10,0.5476441383361816,0.30938392877578735,0.01920008473098278
4,11,0.5121976137161255,0.3233325481414795,0.005256449803709984
4,12,0.4951186776161194,0.35540029406547546,-0.0011101625859737396
4,13,0.5905219316482544,0.36410805583000183,0.014067360199987888
4,14,0.5581129789352417,0.30001741647720337,0.0023881273809820414
4,15,0.5180177688598633,0.3167445659637451,-0.005113734398037195
4,16,0.49834129214286804,0.34996742010116577,-0.006662135943770409
4,17,0.6016795039176941,0.3642441928386688,-0.004830412566661835
4,18,0.5645385980606079,0.3195902407169342,-0.011808102019131184
4,19,0.5266726016998291,0.3297557532787323,-0.014185233041644096
4,20,0.50400710105896,0.3552767038345337,-0.01401242334395647
5,0,0.6375859379768372,0.5357878804206848,-3.4150312444580777e-07
5,1,0.5809525847434998,0.5184855461120605,0.004280393477529287
5,2,0.5310907959938049,0.4749954342842102,0.006318790838122368
5,3,0.4941228926181793,0.4449214041233063,0.0006590546108782291
5,4,0.48444828391075134,0.4090201258659363,-0.002613784046843648
5,5,0.5635663866996765,0.385868638753891,0.04382447898387909
5,6,0.536774218082428,0.3402140140533447,0.03177569434046745
5,7,0.5067219734191895,0.3519110381603241,0.016780465841293335
5,8,0.4901770353317261,0.37363606691360474,0.007753806188702583
5,9,0.5760667324066162,0.37134692072868347,0.030364880338311195
5,10,0.5463316440582275,0.3078673481941223,0.017155846580863
5,11,0.5100284218788147,0.3242589235305786,0.0034656792413443327
5,12,0.4919302761554718,0.3578088879585266,-0.0024765864945948124
5,13,0.5902727246284485,0.36339616775512695,0.011977574788033962
5,14,0.5571689009666443,0.2995687425136566,-0.0006379333790391684
5,15,0.5153922438621521,0.31794822216033936,-0.008494134992361069
5,16,0.49391070008277893,0.35091423988342285,-0.010074630379676819
5,17,0.6016279458999634,0.3647459149360657,-0.007548466324806213
5,18,0.5629663467407227,0.32011544704437256,-0.01531353872269392
5,19,0.5243511199951172,0.3319116532802582,-0.018131790682673454
5,20,0.5011661648750305,0.35791343450546265,-0.018211400136351585
6,0,0.6380209922790527,0.5348933935165405,-3.0196932243597985e-07
6,1,0.581149697303772,0.5165845155715942,0.0027457214891910553
6,2,0.5308213233947754,0.4743365943431854,0.0038778232410550117
6,3,0.49305474758148193,0.44242432713508606,-0.0025186892598867416
6,4,0.4858546555042267,0.4018755555152893,-0.006510956212878227
6,5,0.5613343715667725,0.3889347016811371,0.04418783262372017
6,6,0.53548264503479,0.34187665581703186,0.032101262360811234
6,7,0.5068813562393188,0.35007286071777344,0.01671675033867359
6,8,0.49107301235198975,0.3688516616821289,0.007449528202414513
6,9,0.5748353004455566,0.3739795982837677,0.03183664008975029
6,10,0.5477504730224609,0.3083285689353943,0.017935382202267647
6,11,0.5124781727790833,0.3206256031990051,0.0031188838183879852
6,12,0.4944590628147125,0.35290995240211487,-0.00336440559476614
6,13,0.5901119112968445,0.36541202664375305,0.014402233064174652
