Frame,Landmark Index,X,Y,Z
0,0,0.7128575444221497,0.5640527009963989,4.3455958120830473e-07
0,1,0.6644250154495239,0.5361447334289551,-0.025635255500674248
0,2,0.6440879702568054,0.4577792286872864,-0.03366013988852501
0,3,0.6757074594497681,0.3904862105846405,-0.04143244028091431
0,4,0.7121803760528564,0.34903866052627563,-0.047902099788188934
0,5,0.6387969255447388,0.38079699873924255,-0.01327404472976923
0,6,0.622439980506897,0.2894665002822876,-0.03359277918934822
0,7,0.6170871257781982,0.23174768686294556,-0.04507194831967354
0,8,0.6127184629440308,0.1833038628101349,-0.0514819361269474
0,9,0.6768816113471985,0.3708806037902832,-0.01604587957262993
0,10,0.6576394438743591,0.2689622938632965,-0.03842634707689285
0,11,0.6448801159858704,0.20986589789390564,-0.050480857491493225
0,12,0.6370019912719727,0.1578710675239563,-0.053805798292160034
0,13,0.7140803933143616,0.38566917181015015,-0.022820590063929558
0,14,0.708027720451355,0.33962482213974,-0.06058952957391739
0,15,0.6986070871353149,0.40453824400901794,-0.06344255805015564
0,16,0.6959261298179626,0.44597476720809937,-0.05235627666115761
0,17,0.7480000853538513,0.4159610867500305,-0.03138326108455658
0,18,0.731853187084198,0.3922826051712036,-0.06333309412002563
0,19,0.7189038395881653,0.4437870979309082,-0.06278494745492935
0,20,0.7142730355262756,0.47775012254714966,-0.053413040935993195
1,0,0.7108456492424011,0.5720519423484802,5.176306672183273e-07
1,1,0.6630365252494812,0.5312789678573608,-0.020281078293919563
1,2,0.64067143201828,0.45241743326187134,-0.02809789404273033
1,3,0.6729532480239868,0.384472131729126,-0.03710095211863518
1,4,0.7108458876609802,0.34837737679481506,-0.045636750757694244
1,5,0.6341184377670288,0.38191816210746765,-0.013210871256887913
1,6,0.6176748871803284,0.2891501784324646,-0.032841600477695465
1,7,0.6115765571594238,0.2317308932542801,-0.0443432591855526
1,8,0.6080071926116943,0.1841498464345932,-0.05090805143117905
1,9,0.6709190011024475,0.37426692247390747,-0.018668629229068756
1,10,0.6512044072151184,0.2704700827598572,-0.04000395908951759
1,11,0.6405276656150818,0.2100568413734436,-0.05290152132511139
1,12,0.6368127465248108,0.159091055393219,-0.05769636482000351
1,13,0.7094957828521729,0.3892982602119446,-0.027028629556298256
1,14,0.7060703039169312,0.34015342593193054,-0.060868822038173676
1,15,0.6953682899475098,0.400407075881958,-0.06461352854967117
1,16,0.6906642913818359,0.44246628880500793,-0.05579424276947975
1,17,0.7453672885894775,0.41875725984573364,-0.036694057285785675
1,18,0.7306684851646423,0.3926611542701721,-0.06318579614162445
1,19,0.716194748878479,0.440083771944046,-0.060889411717653275
1,20,0.7094231843948364,0.47441351413726807,-0.0519038587808609
2,0,0.7091707587242126,0.5725173354148865,5.265881100058323e-07
2,1,0.6597136855125427,0.5324816703796387,-0.02161557227373123
2,2,0.6382817029953003,0.4509047567844391,-0.030116425827145576
2,3,0.6709175705909729,0.38222819566726685,-0.03997026011347771
2,4,0.7069182991981506,0.34436503052711487,-0.04957364499568939
2,5,0.6326534748077393,0.38075509667396545,-0.013559574261307716
2,6,0.6163383722305298,0.28998130559921265,-0.03375576436519623
2,7,0.6097931265830994,0.23225611448287964,-0.045894548296928406
2,8,0.6060856580734253,0.1841486096382141,-0.05311303585767746
2,9,0.6682782769203186,0.37283584475517273,-0.019306886941194534
2,10,0.6474201679229736,0.2681375741958618,-0.04162077233195305
2,11,0.635202944278717,0.20905570685863495,-0.055735405534505844
2,12,0.6308203935623169,0.15895400941371918,-0.061438124626874924
2,13,0.7063707113265991,0.38817298412323,-0.02805427648127079
2,14,0.7022900581359863,0.3345487713813782,-0.06283330917358398
2,15,0.6913318634033203,0.39815807342529297,-0.0663406029343605
2,16,0.6872969269752502,0.44234880805015564,-0.05733005329966545
2,17,0.7424219846725464,0.417811781167984,-0.03831714019179344
2,18,0.7268149852752686,0.38929712772369385,-0.06521415710449219
2,19,0.7133315801620483,0.4378622770309448,-0.06248796358704567
2,20,0.7085724472999573,0.4729178547859192,-0.05324234813451767
3,0,0.7088335156440735,0.5789783596992493,5.203560249356087e-07
3,1,0.6606944799423218,0.5361497402191162,-0.020876364782452583
3,2,0.6383399963378906,0.4541049003601074,-0.029409445822238922
3,3,0.6717333793640137,0.38465481996536255,-0.03961729258298874
3,4,0.7101238965988159,0.34567537903785706,-0.04947029426693916
3,5,0.6319859623908997,0.38462376594543457,-0.0125264972448349
3,6,0.6162652373313904,0.2922229468822479,-0.03315657004714012
3,7,0.60976243019104,0.23477528989315033,-0.045723214745521545
3,8,0.6058627367019653,0.18642783164978027,-0.053458236157894135
3,9,0.6682314276695251,0.3760582208633423,-0.019018279388546944
3,10,0.6479005813598633,0.26939690113067627,-0.04212821274995804
3,11,0.6363248825073242,0.20963114500045776,-0.057219237089157104
3,12,0.6319417357444763,0.15845640003681183,-0.06368447840213776
3,13,0.7069961428642273,0.3914261758327484,-0.028530772775411606
3,14,0.7033949494361877,0.33730924129486084,-0.06462224572896957
3,15,0.6929306983947754,0.40146616101264954,-0.06898085027933121
3,16,0.6887993812561035,0.444974422454834,-0.06033441424369812
3,17,0.7436789274215698,0.4217406213283539,-0.039397407323122025
3,18,0.7290483117103577,0.39320746064186096,-0.06771108508110046
3,19,0.7153147459030151,0.4427250027656555,-0.06582138687372208
3,20,0.7098841667175293,0.47766485810279846,-0.057049643248319626
4,0,0.7086247801780701,0.5794545412063599,5.195132075641595e-07
4,1,0.6587123870849609,0.5383383631706238,-0.022210855036973953
4,2,0.6361338496208191,0.45717188715934753,-0.03181436285376549
4,3,0.6687950491905212,0.38749468326568604,-0.04295055940747261
4,4,0.7069038152694702,0.34893035888671875,-0.05357079207897186
4,5,0.6314733028411865,0.3844297230243683,-0.01406747568398714
4,6,0.6153234839439392,0.2920306921005249,-0.035225074738264084
4,7,0.6089611053466797,0.2347164899110794,-0.04787945747375488
4,8,0.6055421829223633,0.18646255135536194,-0.05547164008021355
4,9,0.6674492955207825,0.37647053599357605,-0.019892018288373947
4,10,0.64714115858078,0.27101385593414307,-0.04347088187932968
4,11,0.6355875134468079,0.21095801889896393,-0.05828995257616043
4,12,0.6315276622772217,0.16026240587234497,-0.0645289272069931
4,13,0.7056626677513123,0.39180490374565125,-0.028873370960354805
4,14,0.7017450332641602,0.3381650149822235,-0.06462275981903076
4,15,0.690599799156189,0.40227121114730835,-0.06834276020526886
4,16,0.6859889626502991,0.4464227855205536,-0.059392299503088
4,17,0.7419792413711548,0.4218573570251465,-0.039442092180252075
4,18,0.726460337638855,0.3939773142337799,-0.06652484089136124
4,19,0.7122425436973572,0.4426229000091553,-0.06403030455112457
4,20,0.7067193388938904,0.47735899686813354,-0.055037468671798706
5,0,0.7075086832046509,0.5798993110656738,5.183561597732478e-07
5,1,0.659056544303894,0.5393798351287842,-0.02147648110985756
5,2,0.6364750266075134,0.45573243498802185,-0.02970045991241932
5,3,0.6704437732696533,0.386085569858551,-0.03933652490377426
5,4,0.7089663147926331,0.3491751551628113,-0.048620689660310745
5,5,0.6319570541381836,0.3853470981121063,-0.013924801722168922
5,6,0.6156142950057983,0.29224807024002075,-0.03394441679120064
5,7,0.6087831854820251,0.2346680760383606,-0.04555187746882439
5,8,0.6045166850090027,0.18646159768104553,-0.05248527601361275
5,9,0.6682098507881165,0.37738195061683655,-0.019823690876364708
5,10,0.6474586129188538,0.2711260914802551,-0.04247241094708443
5,11,0.635917067527771,0.21044513583183289,-0.056774504482746124
5,12,0.6314272284507751,0.1599881798028946,-0.06252677738666534
5,13,0.7067384719848633,0.3930312395095825,-0.028711853548884392
5,14,0.7022256851196289,0.34290748834609985,-0.06386829912662506
5,15,0.6921993494033813,0.40549618005752563,-0.06807544827461243
5,16,0.6878302693367004,0.44734838604927063,-0.05944259837269783
5,17,0.7431142330169678,0.42290645837783813,-0.039043765515089035
5,18,0.7284562587738037,0.39620664715766907,-0.06604937463998795
5,19,0.7149057388305664,0.4450625479221344,-0.0637829601764679
5,20,0.7092288136482239,0.4787352383136749,-0.05497102439403534
6,0,0.7061970233917236,0.5770308971405029,5.169485461919976e-07
6,1,0.6568151712417603,0.5363388061523438,-0.021464576944708824
6,2,0.6349582672119141,0.4555383324623108,-0.030008042231202126
6,3,0.6697291135787964,0.38816094398498535,-0.040033888071775436
6,4,0.7091781497001648,0.35466936230659485,-0.04964408650994301
6,5,0.6291688680648804,0.38339442014694214,-0.013623852282762527
6,6,0.6135134100914001,0.29247722029685974,-0.033951230347156525
6,7,0.6073029637336731,0.23597338795661926,-0.0462103895843029
6,8,0.6031395196914673,0.1888040155172348,-0.05381298065185547
6,9,0.6653949618339539,0.3753111958503723,-0.019715210422873497
6,10,0.6448198556900024,0.2695540189743042,-0.04205626994371414
6,11,0.633520245552063,0.21101155877113342,-0.05593326687812805
6,12,0.629031777381897,0.16093710064888,-0.06167175993323326
6,13,0.7035411596298218,0.3915865123271942,-0.028923675417900085
6,14,0.7009329199790955,0.3389608561992645,-0.06369300186634064
6,15,0.6907658576965332,0.40205124020576477,-0.06734305620193481
6,16,0.6859548091888428,0.44486069679260254,-0.05863029137253761
6,17,0.7393524050712585,0.4225906729698181,-0.03968269005417824
6,18,0.725265622138977,0.3965105712413788,-0.06656412780284882
6,19,0.7107939720153809,0.4442223608493805,-0.06444612890481949
6,20,0.7038182020187378,0.47781094908714294,-0.055931512266397476
7,0,0.705608069896698,0.5778661966323853,5.035983008383482e-07
7,1,0.6569180488586426,0.53812175989151,-0.021142244338989258
7,2,0.6345220804214478,0.4575566351413727,-0.02928774058818817
7,3,0.6691563725471497,0.3904240131378174,-0.039060987532138824
7,4,0.7084606885910034,0.3562234342098236,-0.04853383079171181
7,5,0.6273596882820129,0.3843306303024292,-0.012847614474594593
7,6,0.6105252504348755,0.2938450276851654,-0.03348030894994736
